stp_name,boroughs,start_date,end_date,dose,age_band,vaccines,population,percent_vaccine
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-04,2nd dose,65-69,4687,52454,0.08935448202234339
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-04,2nd dose,65-69,6199,81945,0.07564830068948684
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-04,2nd dose,65-69,4945,59879,0.08258320947243608
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-04,2nd dose,65-69,5063,56629,0.08940648784191846
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-04,2nd dose,70-74,10360,51198,0.2023516543614985
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-04,2nd dose,70-74,11505,46739,0.24615417531397762
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-04,2nd dose,70-74,11962,69815,0.17133853756356085
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-04,2nd dose,70-74,13133,54280,0.24194915254237287
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-04,2nd dose,70-74,9665,51514,0.1876188997165819
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-04,2nd dose,75-79,10755,36008,0.2986836258609198
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-04,2nd dose,75-79,15534,33389,0.4652430441163257
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-04,2nd dose,75-79,12938,50001,0.25875482490350193
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-04,2nd dose,75-79,13674,38296,0.35706078963860455
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-04,2nd dose,75-79,14575,35616,0.40922619047619047
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-04,2nd dose,80+,27742,57517,0.48232696420188814
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-04,2nd dose,80+,28562,51226,0.5575684222855581
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-04,2nd dose,80+,35700,77033,0.4634377474588813
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-04,2nd dose,80+,30038,60667,0.4951291476420459
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-04,2nd dose,80+,31903,55290,0.5770121179236751
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-04,2nd dose,Under 50,28686,1078643,0.026594526641344728
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-04,2nd dose,Under 50,24755,784453,0.03155702126194941
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-04,2nd dose,Under 50,33711,1039457,0.03243135598682774
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-04,2nd dose,Under 50,29195,942891,0.030963282076083027
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-04,2nd dose,Under 50,29273,737890,0.039671224708289855
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-11,1st dose,50-54,93162,116131,0.8022147402502346
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-11,1st dose,50-54,74207,95929,0.7735616966714967
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-11,1st dose,50-54,110470,135394,0.8159150331624739
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-11,1st dose,50-54,97163,118762,0.8181320624442162
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-11,1st dose,50-54,84511,100801,0.8383944603724169
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-11,1st dose,55-59,84626,99417,0.8512226279207782
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-11,1st dose,55-59,69682,81982,0.8499670659413042
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-11,1st dose,55-59,103558,120946,0.8562333603426322
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-11,1st dose,55-59,91909,104934,0.8758743591209712
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-11,1st dose,55-59,78884,88189,0.894487974690721
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-11,1st dose,60-64,70532,79241,0.8900947741699373
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-11,1st dose,60-64,57464,64335,0.8931996580399472
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-11,1st dose,60-64,87245,99934,0.8730261972902116
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-11,1st dose,60-64,73737,78762,0.9362001980650567
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-11,1st dose,60-64,63931,68802,0.9292026394581553
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-11,1st dose,65-69,54128,62019,0.8727647978845192
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-11,1st dose,65-69,45310,52454,0.8638044763030465
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-11,1st dose,65-69,70062,81945,0.8549881017755812
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-11,1st dose,65-69,55154,59879,0.9210908665809382
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-11,1st dose,65-69,51386,56629,0.9074149287467552
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-11,1st dose,70-74,46030,51198,0.8990585569748818
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-11,1st dose,70-74,40946,46739,0.8760563982969255
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-11,1st dose,70-74,61177,69815,0.8762730072334025
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-11,1st dose,70-74,50683,54280,0.9337324981577008
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-11,1st dose,70-74,49552,51514,0.9619132662965407
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-11,1st dose,75-79,31583,36008,0.8771106420795379
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-11,1st dose,75-79,29481,33389,0.8829554643744946
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-11,1st dose,75-79,44344,50001,0.8868622627547449
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-11,1st dose,75-79,36083,38296,0.9422132859828702
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-11,1st dose,75-79,34592,35616,0.9712488769092543
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-11,1st dose,80+,46827,57517,0.8141419058713076
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-11,1st dose,80+,42514,51226,0.8299301136141803
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-11,1st dose,80+,63954,77033,0.8302156218763387
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-11,1st dose,80+,52872,60667,0.8715116949906868
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-11,1st dose,80+,49755,55290,0.8998914812805209
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-11,1st dose,Under 50,241178,1078643,0.22359390456341904
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-11,1st dose,Under 50,197272,784453,0.2514771439461638
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-11,1st dose,Under 50,267359,1039457,0.25721025496966204
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-11,1st dose,Under 50,215149,942891,0.22818013959195707
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-11,1st dose,Under 50,176636,737890,0.23937985336567782
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-11,2nd dose,50-54,8324,116131,0.07167767435051794
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-11,2nd dose,50-54,7370,95929,0.07682765378561228
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-11,2nd dose,50-54,9461,135394,0.06987754257943483
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-11,2nd dose,50-54,9259,118762,0.07796264798504572
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-11,2nd dose,50-54,8384,100801,0.08317377803791628
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-11,2nd dose,55-59,8115,99417,0.08162587887383445
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-11,2nd dose,55-59,8451,81982,0.1030836037178893
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-11,2nd dose,55-59,10011,120946,0.08277247697319465
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-11,2nd dose,55-59,9746,104934,0.0928774277164694
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-11,2nd dose,55-59,9102,88189,0.10321015092585244
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-11,2nd dose,60-64,7034,79241,0.08876717860703423
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-11,2nd dose,60-64,8859,64335,0.137701095826533
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-11,2nd dose,60-64,9264,99934,0.09270118278063522
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-11,2nd dose,60-64,8901,78762,0.11301135065132932
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-11,2nd dose,60-64,8305,68802,0.12070870032847883
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-11,2nd dose,65-69,8146,62019,0.131346845321595
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-11,2nd dose,65-69,12128,52454,0.23121210965798605
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-11,2nd dose,65-69,12979,81945,0.15838672280187932
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-11,2nd dose,65-69,10232,59879,0.1708779371732995
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-11,2nd dose,65-69,8927,56629,0.15764007840505748
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-11,2nd dose,70-74,18120,51198,0.3539200750029298
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-11,2nd dose,70-74,20569,46739,0.44008215836881404
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-11,2nd dose,70-74,24191,69815,0.3465014681658669
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-11,2nd dose,70-74,24769,54280,0.45631908621960204
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-11,2nd dose,70-74,18504,51514,0.3592033233684047
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-11,2nd dose,75-79,19638,36008,0.5453788047100644
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-11,2nd dose,75-79,21434,33389,0.6419479469286292
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-11,2nd dose,75-79,27586,50001,0.5517089658206836
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-11,2nd dose,75-79,21338,38296,0.5571861290996448
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-11,2nd dose,75-79,22134,35616,0.6214622641509434
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-11,2nd dose,80+,33774,57517,0.587200305996488
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-11,2nd dose,80+,33258,51226,0.6492406199976575
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-11,2nd dose,80+,47044,77033,0.6106993106850311
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-11,2nd dose,80+,36865,60667,0.6076614963654046
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-11,2nd dose,80+,37878,55290,0.6850786760716223
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-11,2nd dose,Under 50,38312,1078643,0.035518702666220425
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-11,2nd dose,Under 50,31469,784453,0.04011585142768273
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-11,2nd dose,Under 50,43934,1039457,0.04226629865400878
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-11,2nd dose,Under 50,39454,942891,0.04184364894775748
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-11,2nd dose,Under 50,37338,737890,0.050601038095109026
